book_id,goodreads_book_id,books_count,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
1468,147865,166,Cecelia Ahern,2004.0,Where Rainbows End,"Love, Rosie",en-US,3.95,55236,78558,8227,1563,4973,17380,26705,27937
1469,774001,36,"Peggy Parish, Fritz Siebel",1963.0,Amelia Bedelia,Amelia Bedelia  (Amelia Bedelia #1),eng,4.15,72329,72884,831,1342,3136,13872,19635,34899
1470,16140036,42,Jodi Ellen Malpas,2012.0,This Man,"This Man (This Man, #1)",eng,4.13,79461,85113,5451,3397,4706,12138,22363,42509
1471,7723542,77,W. Bruce Cameron,2010.0,A Dog's Purpose ,"A Dog's Purpose (A Dog's Purpose, #1)",en-US,4.35,65091,75517,10147,675,1742,8856,23625,40619
1472,20560137,71,Sabaa Tahir,2015.0,An Ember in the Ashes,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng,4.32,45492,94982,14542,1316,2448,10085,31685,49448
1473,1240662,51,J.R. Ward,2008.0,"Lover Enshrined, part one","Lover Enshrined (Black Dagger Brotherhood, #6)",eng,4.12,87432,93405,3753,1130,4648,17757,27856,42014
1474,15819028,51,Helene Wecker,2013.0,The Golem and the Jinni,"The Golem and the Jinni (The Golem and the Jinni, #1)",eng,4.1,59650,70865,9907,1155,2588,11315,28881,26926
1476,297792,50,"Lemony Snicket, Brett Helquist",2003.0,The Slippery Slope,"The Slippery Slope (A Series of Unfortunate Events, #10)",en-US,4.0,81362,84253,1672,926,3956,19412,29849,30110
1477,31242,635,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,Bleak House,eng,4.0,67433,75694,3125,1999,4506,14750,25011,29428
1478,775597,56,Esphyr Slobodkina,1938.0,"Caps for sale: a tale of a peddler, some monkeys and their monkey business","Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",eng,4.12,72504,73190,1130,1058,3562,14486,20187,33897
1479,29396,35,Jim Butcher,2004.0,Furies of Calderon ,"Furies of Calderon (Codex Alera, #1)",eng,4.12,70269,74537,3132,1209,2914,12182,27550,30682
1480,13831,14,Tamora Pierce,1983.0,Alanna: The First Adventure,"Alanna: The First Adventure (Song of the Lioness, #1)",en-US,4.27,85699,91488,3810,1053,2308,13154,29563,45410
1481,6202342,72,Audrey Niffenegger,2009.0,Her Fearful Symmetry,Her Fearful Symmetry,en-GB,3.23,63737,79116,11713,4845,13797,28144,22691,9639
1482,22450859,24,Anita Diamant,2014.0,The Boston Girl,The Boston Girl,eng,3.79,51603,60608,7303,841,3333,16733,26479,13222
1483,5098079,51,J.R. Ward,2009.0,"Lover Enshrined, part two","Lover Avenged (Black Dagger Brotherhood, #7)",eng,4.38,84650,92514,3549,498,1841,10764,28245,51166
1484,77565,74,Dan Simmons,1990.0,The Fall of Hyperion,"The Fall of Hyperion (Hyperion Cantos, #2)",eng,4.18,63235,68811,2265,675,2454,10805,25016,29861
1485,21704,93,James Ellroy,1987.0,The Black Dahlia,"The Black Dahlia (L.A. Quartet, #1)",en-US,3.75,61412,65404,1944,1999,4999,17641,23340,17425
1486,83346,918,"Lewis Carroll, John Tenniel, Peter Glassman",1871.0,"Through the Looking-Glass, and What Alice Found There","Through the Looking-Glass, and What Alice Found There",eng,4.06,63050,77666,2131,1030,3785,16105,25471,31275
1487,1848,139,Jung Chang,1991.0,Wild Swans: Three Daughters of China,Wild Swans: Three Daughters of China,en-US,4.23,60193,67548,4426,921,1940,9406,23802,31479
1488,460548,36,P.D. Eastman,1961.0,"Go, Dog. Go!","Go, Dog. Go!",eng,4.08,66360,67112,1307,1373,4030,13995,16365,31349
1490,22453035,73,Stephen King,2015.0,Finders Keepers,"Finders Keepers (Bill Hodges Trilogy, #2)",eng,4.03,36541,65282,6876,372,1857,12964,30192,19897
1491,6065215,104,"Guillermo del Toro, Chuck Hogan",2009.0,The Strain,"The Strain (The Strain Trilogy, #1)",en-US,3.77,58631,67806,5903,1771,5200,17428,25548,17859
1492,112204,62,"Emily Dickinson, Thomas H. Johnson",1890.0,The Complete Poems of Emily Dickinson,The Complete Poems of Emily Dickinson,eng,4.21,60278,62149,614,1141,2161,9616,19058,30173
1493,130580,58,Fred Gipson,1956.0,Old Yeller,"Old Yeller (Old Yeller, #1)",en-US,4.06,69815,72061,1646,1289,3193,14512,23807,29260
1494,773858,27,Steve Martin,2007.0,Born Standing Up: A Comic's Life,Born Standing Up: A Comic's Life,eng,3.87,60869,63893,4258,1515,3216,15539,25317,18306
1496,147915,49,George R.R. Martin,2000.0,A Storm of Swords: Part 2 Blood and Gold,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng,4.56,54977,64173,1959,275,572,4041,17151,42134
1498,11602,112,Stephen King,1999.0,Hearts in Atlantis,Hearts in Atlantis,eng,3.8,65063,70886,1588,1268,5421,19496,24725,19976
1499,28587957,46,Jodi Picoult,2016.0,,Small Great Things,eng,4.35,73745,97404,11839,1035,2060,9633,33373,51303
1500,11298,146,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,63449,3161,561,2882,14590,27275,18141
1501,252499,61,Philippa Gregory,2003.0,The Queen's Fool,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US,3.83,69504,74843,2884,859,4137,21150,29517,19180
1502,12812550,66,Laini Taylor,2012.0,Days of Blood & Starlight,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,85746,99031,10724,1604,3200,13879,34953,45395
1503,8682,31,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277,55296,3099,687,1888,7929,17887,26905
1504,144350,61,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)","The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,66668,1603,594,1365,8641,21627,34441
1505,10576365,41,Alexandra Bracken,2012.0,The Darkest Minds,"The Darkest Minds (The Darkest Minds, #1)",eng,4.26,83886,90772,11330,1380,3193,11844,28768,45587
1506,1427,154,"Paulo Coelho, Margaret Jull Costa",2005.0,O Zahir,The Zahir,eng,3.56,50921,56047,2731,2677,6561,16568,16990,13251
1507,1134122,116,Norman Vincent Peale,1952.0,The Power of Positive Thinking,The Power of Positive Thinking,eng,4.08,52704,54516,838,1265,2426,10192,17315,23318
1508,23346377,58,Ruth Ware,2015.0,"In a Dark, Dark Wood ","In a Dark, Dark Wood",eng,3.65,67344,84171,9107,1904,6968,26321,32390,16588
1509,17728,602,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,The House of Mirth,eng,3.94,60611,67714,3489,1731,3912,14142,24545,23384
1510,2454986,22,"Hiro Mashima, William Flanagan",2006.0,Fairy Tail 1,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng,4.4,65477,66294,667,1092,2055,7476,14494,41177
1511,21535271,56,"Patrick Rothfuss, Nate  Taylor",2014.0,The Slow Regard of Silent Things,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng,3.92,57716,70650,7633,2506,5300,14205,22248,26391
1512,18478222,749,Solomon Northup,1853.0,Twelve Years a Slave,Twelve Years a Slave,eng,4.15,39758,64894,4918,1035,2266,10046,23893,27654
1513,7046495,46,J.R. Ward,2010.0,"Lover Avenged, part one","Lover Mine (Black Dagger Brotherhood, #8)",eng,4.41,82824,90079,3872,616,1846,9925,25598,52094
1514,17780,86,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606
1515,81227,57,Ayaan Hirsi Ali,2006.0,Infidel,Infidel,eng,4.2,58432,62162,5662,1168,1891,8759,22116,28228
1516,242472,103,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,58766,3368,1861,4036,12599,20887,19383
1517,13281368,75,Justin Cronin,2012.0,The Twelve,"The Twelve (The Passage, #2)",eng,3.98,56756,67607,6682,660,2845,14411,28633,21058
1518,17125,264,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915
1519,827,58,Neal Stephenson,1995.0,The Diamond Age,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng,4.19,61836,66621,2821,602,2255,10287,24102,29375
1520,164154,118,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,A Canticle for Leibowitz,eng,3.97,66721,71988,3596,1579,4264,14698,25329,26118
1521,7728,423,"Sophocles, J.E. Thomas",-441.0,Ἀντιγόνη,"Antigone (The Theban Plays, #3)",eng,3.6,67608,78535,1893,1881,8279,25895,25697,16783
1522,4954833,86,Colm Tóibín,2009.0,Brooklyn,Brooklyn,eng,3.63,55459,67822,8669,1042,5940,21904,27255,11681
1523,8525590,44,Lauren DeStefano,2011.0,Wither,"Wither (The Chemical Garden, #1)",eng,3.81,84776,88657,7886,3105,7449,20924,28676,28503
1524,27161156,30,J.D. Vance,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng,3.99,80737,105770,13146,1429,4680,21299,44927,33435
1525,113435,55,Robert Jordan,2003.0,Crossroads of Twilight,"Crossroads of Twilight (Wheel of Time, #10)",en-US,3.82,61361,68479,1599,2097,5975,16531,21644,22232
1526,35220,800,Stephen Crane,1871.0,The Red Badge of Courage,The Red Badge of Courage,eng,3.21,68448,74975,2825,6036,12395,26446,20066,10032
1527,21413662,59,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,71829,5437,1387,2708,10945,24313,32476
1528,55399,64,Steven Erikson,1999.0,Gardens of the Moon,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng,3.85,57993,64654,3720,2616,4780,13280,22849,21129
1529,816720,133,Paulo Coelho,2006.0,A Bruxa de Portobello,The Witch Of Portobello,eng,3.51,51461,58074,3181,2660,7458,18085,17116,12755
1530,77276,20,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,75851,80918,1477,891,2666,15130,28633,33598
1531,262430,75,Suzanne Collins,2003.0,Gregor the Overlander,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823,72486,5376,1705,3653,14937,25516,26675
1532,8554005,52,Jodi Picoult,2011.0,Sing You Home,Sing You Home,en-US,3.76,62494,68347,6241,1770,5345,18571,24791,17870
1533,31336,65,Anne Rice,1992.0,The Tale of the Body Thief,"The Tale of the Body Thief (The Vampire Chronicles, #4)",en-US,3.7,67267,71768,1161,1427,6552,22211,23262,18316
1534,15158,90,David Baldacci,2005.0,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973,63140,2255,886,2571,12705,25005,21973
1535,33676,73,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,80114,2529,1081,3410,14312,24389,36922
1536,43892,57,Terry Goodkind,1996.0,Blood of the Fold,"Blood of the Fold (Sword of Truth, #3)",en-US,3.98,60624,64653,958,1009,3226,14259,23434,22725
1537,16180,76,Philippa Gregory,2006.0,The Boleyn Inheritance,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135,71070,3967,506,3336,20312,29721,17195
1538,22501028,47,Anne Tyler,2015.0,A Spool of Blue Thread,A Spool of Blue Thread,eng,3.4,42339,60334,7715,2302,7578,21930,20780,7744
1539,30555488,48,Colson Whitehead,2016.0,The Underground Railroad,The Underground Railroad,eng,4.04,72052,92096,11045,1259,3885,16777,38456,31719
1540,106085,39,Melissa de la Cruz,2007.0,Masquerade,"Masquerade (Blue Bloods, #2)",en-US,3.91,76598,79673,2045,1493,5298,19716,25177,27989
1541,8685612,35,Julie Kagawa,2011.0,The Iron Queen,"The Iron Queen (The Iron Fey, #3)",eng,4.24,82373,85131,4580,1217,2819,12701,25786,42608
1542,16034964,41,Cora Carmack,2012.0,Losing It,"Losing It (Losing It, #1)",eng,3.77,84438,91275,6615,2396,7028,24581,32744,24526
1544,6192,126,J.M. Coetzee,1999.0,Disgrace,Disgrace,eng,3.83,50422,62387,4573,1369,4284,14721,25122,16891
1545,776407,146,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102,71538,866,689,1444,9318,20394,39693
1546,7165300,42,Brent Weeks,2010.0,The Black Prism,"The Black Prism (Lightbringer, #1)",en-US,4.24,58906,65873,3022,827,2039,8245,24370,30392
1547,6976,48,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760,65696,5910,4807,13288,24684,16305,6612
1548,537296,49,Arnold Lobel,1970.0,Frog and Toad Are Friends,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,70119,70705,1010,1041,2915,12966,19278,34505
1549,324277,56,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981,86894,1710,942,4280,21100,31005,29567
1550,6574102,42,Ally Carter,2010.0,Heist Society,"Heist Society (Heist Society, #1)",en-US,3.91,75834,78149,4814,2617,5001,16839,25668,28024
1551,29437949,62,B.A. Paris,2016.0,Behind Closed Doors,Behind Closed Doors,eng,3.93,57865,102851,12159,2944,6308,20514,37908,35177
1552,682804,64,Michael Shaara,1974.0,The Killer Angels,"The Killer Angels (The Civil War Trilogy, #2)",en-US,4.3,58372,62781,4020,715,1727,7747,20361,32231
1553,30274,51,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)","Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883,80454,1373,780,2522,14606,27469,35077
1554,59264,70,Jonathan Stroud,2006.0,Ptolemy's Gate,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838,68833,1783,959,1972,9826,22917,33159
1555,29981,680,H.G. Wells,1896.0,The Island of Dr. Moreau,The Island of Dr. Moreau,eng,3.72,60346,70563,2767,897,5007,22375,27122,15162
1558,6609765,41,Sharon M. Draper,2010.0,Out of My Mind,Out of My Mind,en-US,4.37,63756,69573,10058,547,1483,7956,21472,38115
1559,12716010,59,Lauren Kate,2012.0,Rapture,"Rapture (Fallen, #4)",eng,4.03,79360,84367,5182,2222,5420,16312,24191,36222
1560,8564935,68,Amanda Hocking,2010.0,Switched,"Switched (Trylle, #1)",eng,3.89,45319,80719,6341,2318,5578,18540,26661,27622
1561,130440,330,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,66174,2162,1257,3530,12593,23103,25691
1562,22609310,28,Colleen Hoover,2015.0,,Confess,en-GB,4.25,72611,86860,11682,1122,2934,12186,27722,42896
1565,12875355,79,P.D. James,2012.0,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,65906,74781,8645,5576,13652,25738,19180,10635
1566,5246,529,Edith Wharton,1911.0,Ethan Frome,Ethan Frome,eng,3.35,72421,81757,4204,7015,11389,24161,24061,15131
1567,5205,30,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347,62109,1394,1350,4011,17161,23967,15620
1568,27362503,19,Colleen Hoover,2016.0,It Ends with Us,It Ends with Us,eng,4.44,80433,94915,15878,1172,2155,8566,24847,58175
1569,143534,2,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,70501,1253,923,2968,14163,24466,27981
1570,7442,45,Tom Wolfe,1968.0,The Electric Kool-Aid Acid Test,The Electric Kool-Aid Acid Test,en-US,3.92,54848,58254,1529,982,3287,13596,21988,18401
1571,7437,139,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,Naked Lunch,en-US,3.46,55473,61769,2759,4627,7799,17322,18615,13406
1572,25100,50,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,The Sandman: Dream Country,Dream Country (The Sandman #3),eng,4.28,67753,73932,1407,1786,1814,9096,22186,39050
1573,5360,95,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974,64092,3334,2048,6355,18253,21725,15711
1574,18423,127,"Ursula K. Le Guin, Lech Jęczmyk",1969.0,The Left Hand of Darkness,The Left Hand of Darkness,eng,4.05,61888,72176,4708,1170,3497,13266,26812,27431
1575,3213286,77,"John Green, Maureen Johnson, Lauren Myracle",2008.0,Let It Snow: Three Holiday Romances,Let It Snow: Three Holiday Romances,eng,3.84,57632,76517,7640,1110,4837,20638,28643,21289
1576,7912007,80,Stephen King,2010.0,"Full Dark, No Stars","Full Dark, No Stars",en-US,4.03,60672,69347,5276,682,2494,14005,28981,23185
1577,20696006,62,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,65567,8698,982,1507,5579,19732,37767
1578,32439,82,Dean Koontz,1987.0,Intensity,Intensity,eng,4.04,58062,61292,2323,991,2621,12745,21582,23353
1579,6472246,15,Chelsea Handler,2010.0,Chelsea Chelsea Bang Bang,Chelsea Chelsea Bang Bang,en-US,3.81,55355,57939,2918,1536,4300,15147,19625,17331
1580,37793,603,"Henrik Ibsen, Michael   Meyer",1879.0,Et dukkehjem,A Doll's House,eng,3.69,69450,79492,2701,1820,7074,23481,28984,18133
1581,12658,47,James A. Michener,1959.0,Hawaii,Hawaii,en-GB,4.18,59963,61648,1287,561,1806,10458,21787,27036
1582,48328,92,Richard Yates,1961.0,Revolutionary Road,Revolutionary Road,eng,3.89,56550,64720,5947,1576,4445,14100,23791,20808
1583,25373,34,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372,71514,4348,2378,6204,19509,23714,19709
1584,18545,43,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,69783,1541,1394,3749,12598,23414,28628
1585,9409458,76,Maggie Stiefvater,2011.0,Forever,"Forever (The Wolves of Mercy Falls, #3)",eng,3.91,85034,91288,7536,2005,6338,21233,29682,32030
1586,607639,88,Alex Garland,1996.0,The Beach,The Beach,eng,3.91,52333,57583,2079,838,3254,13336,22974,17181
1587,6617928,36,"Beth Hoffman, Jenna Lamia",2010.0,Saving CeeCee Honeycutt,Saving CeeCee Honeycutt,eng,3.92,54341,66882,7996,837,3460,15864,26904,19817
1588,10407279,46,Charlaine Harris,2012.0,Deadlocked,"Deadlocked (Sookie Stackhouse, #12)",eng,3.65,65932,82602,6858,2104,8469,25761,26265,20003
1589,10579,93,Stephen King,2002.0,Everything's Eventual: 14 Dark Tales,Everything's Eventual: 14 Dark Tales,eng,3.94,60932,67337,1715,492,2870,17240,26553,20182
1592,7667,78,Michael Crichton,1996.0,Airframe,Airframe,eng,3.66,59229,63420,1482,1251,5523,20402,22606,13638
1593,13812,58,Raymond E. Feist,1982.0,Magician,"Magician: Apprentice (The Riftwar Saga, #1)",en-US,4.17,62432,64948,1231,806,2358,10465,22606,28713
1594,854757,58,Jennifer Crusie,2004.0,Bet Me,Bet Me,eng,3.95,70737,73479,3203,1759,4253,16515,24613,26339
1595,318431,113,Nelson Mandela,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,Long Walk to Freedom,eng,4.31,43927,47921,2585,664,1050,5745,15748,24714
1596,20707959,78,John Grisham,2014.0,Gray Mountain,Gray Mountain,eng,3.52,37379,59387,7029,2111,6961,19259,19923,11133
1597,122,82,Bryce Courtenay,1989.0,The Power of One,"The Power of One (The Power of One, #1)",eng,4.34,57312,60575,4581,698,1628,6814,18645,32790
1598,29999,207,Dashiell Hammett,1930.0,The Maltese Falcon,The Maltese Falcon,eng,3.92,58742,67348,3576,1107,3626,15765,25802,21048
1599,8949352,45,Kristin Hannah,2011.0,Night Road,Night Road,en-US,4.17,58028,63759,6334,679,2158,9867,24088,26967
1600,220970,96,Lee Child,1999.0,Tripwire,"Tripwire  (Jack Reacher, #3)",eng,4.07,55251,67495,2692,348,1899,13129,29196,22923
1601,26329,146,Daniel Goleman,1995.0,Emotional Intelligence,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,47661,53141,1546,972,2454,11475,19883,18357
1602,6585201,20,Jim Butcher,2010.0,Changes,"Changes (The Dresden Files, #12)",eng,4.54,66402,72481,3289,179,541,4967,21320,45474
1604,270805,13,Ellen Hopkins,2007.0,Impulse,"Impulse (Impulse, #1)",en-US,4.29,59804,62005,3125,969,2252,8580,16502,33702
1605,6440,880,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828,71368,1780,1770,5665,20339,24748,18846
1606,86663,43,Janet Evanovich,2004.0,Ten Big Ones,"Ten Big Ones (Stephanie Plum, #10)",en-US,4.13,76052,80895,1809,231,1800,16072,31940,30852
1607,32506,115,Michael Connelly,1996.0,The Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng,4.19,56191,60785,1912,463,1421,9481,24104,25316
1608,7719245,39,Kiersten White,2010.0,Paranormalcy,"Paranormalcy (Paranormalcy, #1)",eng,3.91,79959,82832,5783,2417,5678,18581,26208,29948
1609,7351574,20,Mark Cotta Vaz,2010.0,Eclipse: The Official Illustrated Movie Companion,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",en-US,4.44,50084,50375,122,560,1200,6140,10023,32452
1610,13127599,41,Adriana Trigiani,2012.0,The Shoemaker's Wife,The Shoemaker's Wife,eng,3.98,53378,62046,7329,792,2976,13162,25169,19947
1613,2195464,120,"Haruki Murakami, Philip Gabriel",2007.0,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],What I Talk About When I Talk About Running,eng,3.79,49344,61740,6144,820,3864,17403,25073,14580
1614,8680278,39,Jenny Han,2011.0,We'll Always Have Summer,"We'll Always Have Summer (Summer, #3)",en-US,4.17,68112,71387,5139,1305,3605,11571,19752,35154
1615,6480781,60,"Andre Agassi, J.R. Moehringer",2009.0,Open: An Autobiography,Open,eng,4.18,47185,52701,4781,653,1512,7611,20869,22056
1616,136782,113,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602,72339,4333,1030,3881,16378,26045,25005
1617,21745,82,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,300,1283,10727,26737,24420
1618,95617,36,"Francine Rivers, Richard Ferrone",1993.0,A Voice in the Wind,"A Voice in the Wind (Mark of the Lion, #1)",en-US,4.6,55556,56920,2647,680,903,3382,10680,41275
1619,8726744,11,Stephenie Meyer,2005.0,,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",eng,4.31,56827,57789,335,2262,2306,6572,10599,36050
1620,14817,97,Philip K. Dick,1977.0,A Scanner Darkly ,A Scanner Darkly,eng,4.04,54014,61544,2181,767,2537,12216,24238,21786
1622,162898,798,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,75361,2050,1764,5414,21300,27903,18980
1623,106069,36,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997.0,Batman: The Long Halloween,Batman: The Long Halloween,eng,4.29,54781,58640,1670,767,1573,7332,18937,30031
1624,298275,187,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,La Nausée,Nausea,eng,3.91,50876,60910,1959,1414,3923,13419,22059,20095
1625,1846,75,John Eldredge,2001.0,,Wild at Heart: Discovering the Secret of a Man's Soul,eng,3.93,50215,52613,1581,2397,3616,9966,16037,20597
1626,5217282,12,Brandon Mull,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)","Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744,62571,2700,925,1306,6784,19284,34272
1627,3507,49,Janet Evanovich,2006.0,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747,79373,1971,245,1783,15590,31095,30660
1628,12287209,12,Hugh Howey,2011.0,Wool,"Wool (Wool, #1)",eng,4.12,59191,59744,3651,982,2571,9520,22139,24532
1629,13662,118,Ursula K. Le Guin,1970.0,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457,66964,1730,660,2374,13303,25693,24934
1630,3475161,28,Jim Butcher,2009.0,Turn Coat,"Turn Coat (The Dresden Files, #11)",en-US,4.45,64089,70082,2144,97,364,5657,26094,37870
1631,608474,846,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,The Sign of Four,eng,3.96,60469,72378,3132,446,2684,18124,29478,21646
1632,967494,34,Jan Brett,1929.0,РУКАВИЧКА: Українська народна казка,The Mitten,eng,4.23,66701,67185,968,732,2383,11271,18933,33866
1633,31338,61,Anne Rice,1995.0,Memnoch The Devil,"Memnoch the Devil (The Vampire Chronicles, #5)",eng,3.73,62641,67388,1373,2335,6781,18146,19292,20834
1634,2402971,69,Michael Scott,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",eng,4.09,67539,71690,2558,891,2685,13791,26201,28122
1635,766955,39,"Doreen Cronin, Betsy Lewin",1999.0,"Click, Clack, Moo: Cows That Type","Click, Clack, Moo: Cows That Type",eng,4.23,67171,67998,2220,1028,2671,10968,18473,34858
1636,1412138,33,Patricia Briggs,2008.0,Iron Kissed,"Iron Kissed (Mercy Thompson, #3)",en-US,4.36,83051,88443,3002,318,1191,10100,31538,45296
1637,9378297,50,Kendare Blake,2011.0,Anna Dressed in Blood,"Anna Dressed in Blood (Anna, #1)",en-US,3.96,72732,78236,8656,2227,4806,16096,26004,29103
1639,310146,51,Avi,1990.0,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,eng,3.81,67608,70206,2750,2052,5333,17956,23475,21390
1640,4929705,59,Robert Goolrick,2009.0,A Reliable Wife,A Reliable Wife,en-US,3.25,58348,68241,9542,4195,10812,24592,20908,7734
1641,248596,136,Ray Bradbury,1962.0,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813,71886,4526,1121,3850,15942,27380,23593
1642,11334,86,Toni Morrison,1977.0,Song of Solomon,Song of Solomon,eng,4.01,59756,63633,2356,1255,3248,12645,23232,23253
1644,227571,30,Leif Enger,2001.0,Peace Like a River,Peace Like a River,en-US,3.98,59642,61617,6128,1061,3450,13018,22443,21645
1645,22285,61,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,52780,2720,1508,4622,12588,17321,16741
1646,9534,44,Orson Scott Card,2000.0,Shadow of the Hegemon,"Shadow of the Hegemon (Ender's Shadow, #2)",en-US,3.93,58991,62261,1402,521,2740,15150,26062,17788
1648,505304,39,"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,The Poky Little Puppy (a Little Golden Book),The Poky Little Puppy (A Little Golden Book),eng,4.08,62571,63754,707,1261,3654,13263,15823,29753
